index,qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
3261,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1446$ROW3$RANGE8$LH185 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,1,3,8,1056,LH195 X PHZ51,2022-05-19,NA,83,1596.86,125.51
3345,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1456$ROW3$RANGE18$PHK56 X LH185,Scottsbluff,16.9,Low,75,n75,22.5,2,3,18,1066,LH195 X PHZ51,2022-05-19,NA,77,1459.11,87.14
3310,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1347$ROW7$RANGE9$LH123HT X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,7,9,1157,LH198 X PHB47,2022-05-19,NA,81,1552.11,117.71
3397,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1357$ROW7$RANGE19$PHK56 X W606S,Scottsbluff,16.9,Low,75,n75,22.5,2,7,19,1167,LH198 X PHB47,2022-05-19,NA,79,1509.4,93.97
3358,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1431$ROW4$RANGE18$LH198 X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,2,4,18,1091,LH198 X PHZ51,2022-05-19,NA,78,1483.45,98.94
3300,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1374$ROW6$RANGE11$PHP02 X PHN46,Scottsbluff,16.9,Low,75,n75,22.5,1,6,11,1134,LH198 X PHZ51,2022-05-19,NA,81,1552.11,166.4
3260,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1445$ROW3$RANGE7$HOEGEMEYER 8065RR,Scottsbluff,16.9,Low,75,n75,22.5,1,3,7,1055,LH74 X PHM49,2022-05-19,NA,82,1573.4,118.96
3375,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1411$ROW5$RANGE23$LH198 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,2,5,23,1121,LH74 X PHM49,2022-05-19,NA,68,1263.61,132.99
3236,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1495$ROW1$RANGE7$LH74 X PHN82,Scottsbluff,16.9,Low,75,n75,22.5,1,1,7,1005,LH74 X PHN82,2022-05-19,NA,76,1437.65,73.85
3373,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1409$ROW5$RANGE21$LH82 X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,2,5,21,1119,LH74 X PHN82,2022-05-19,NA,71,1328.45,81.32
3323,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1510$ROW1$RANGE22$B73 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,1,22,1020,LH82 X PHB47,2022-05-19,NA,65,1198.11,113.61
3254,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1476$ROW2$RANGE13$F42 X OH43,Scottsbluff,16.9,Low,75,n75,22.5,1,2,13,1036,LH82 X PHB47,2022-05-19,NA,81,1552.11,166.87
3298,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1372$ROW6$RANGE9$PHK56 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,6,9,1132,LH82 X PHJ89,2022-05-19,NA,64,1175.76,143.55
3388,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1386$ROW6$RANGE23$PHB47 X LH185,Scottsbluff,16.9,Low,75,n75,22.5,2,6,23,1146,LH82 X PHJ89,2022-05-19,NA,66,1221.26,124.34
3232,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1491$ROW1$RANGE3$PHB47 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,1,3,1001,LH82 X W606S,2022-05-19,NA,76,1437.65,160.29
3347,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1458$ROW3$RANGE20$B37 X MO17,Scottsbluff,16.9,Low,75,n75,22.5,2,3,20,1068,LH82 X W606S,2022-05-19,NA,82,1573.4,98.7
3252,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1474$ROW2$RANGE11$2369 X LH123HT,Scottsbluff,16.9,Low,75,n75,22.5,1,2,11,1034,N209 X 3IIH6,2022-05-19,NA,82,1573.4,153.65
3379,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1415$ROW5$RANGE27$B105 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,5,27,1125,N209 X 3IIH6,2022-05-19,NA,73,1371.7,117.6
3286,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1397$ROW5$RANGE9$2369 X PHN82,Scottsbluff,16.9,Low,75,n75,22.5,1,5,9,1107,PHB47 X 3IIH6,2022-05-19,NA,65,1198.11,125.05
3387,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1385$ROW6$RANGE22$PHB47 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,6,22,1145,PHB47 X 3IIH6,2022-05-19,NA,65,1198.11,128.63
3238,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1497$ROW1$RANGE9$PHP02 X W606S,Scottsbluff,16.9,Low,75,n75,22.5,1,1,9,1007,PHB47 X LH185,2022-05-19,NA,68,1263.61,158.68
3336,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1485$ROW2$RANGE22$LH195 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,2,22,1045,PHB47 X LH185,2022-05-19,NA,66,1221.26,139.62
3394,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1354$ROW7$RANGE16$PHP02 X PHK56,Scottsbluff,16.9,Low,75,n75,22.5,2,7,16,1164,PHB47 X PHJ89,2022-05-19,NA,72,1350.26,68
3250,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1472$ROW2$RANGE9$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,1,2,9,1032,PHB47 X PHK56,2022-05-19,NA,79,1509.4,153.2
3337,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1486$ROW2$RANGE23$LH74 X PHN82,Scottsbluff,16.9,Low,75,n75,22.5,2,2,23,1046,PHB47 X PHK56,2022-05-19,NA,68,1263.61,124.36
3263,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1448$ROW3$RANGE10$PHK56 X LH185,Scottsbluff,16.9,Low,75,n75,22.5,1,3,10,1058,PHG39 X PHM49,2022-05-19,NA,81,1552.11,134.6
3396,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1356$ROW7$RANGE18$LH185 X W606S,Scottsbluff,16.9,Low,75,n75,22.5,2,7,18,1166,PHG39 X PHM49,2022-05-19,NA,75,1414.31,82.6
3333,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1482$ROW2$RANGE19$2369 X PHP02,Scottsbluff,16.9,Low,75,n75,22.5,2,2,19,1042,PHG39 X PHN82,2022-05-19,NA,78,1483.45,70.78
3287,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1398$ROW5$RANGE10$LH198 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,1,5,10,1108,PHJ40 X LH82,2022-05-19,NA,65,1198.11,97.93
3372,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1408$ROW5$RANGE20$2369 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,2,5,20,1118,PHJ40 X LH82,2022-05-19,NA,67,1240.4,74.34
3340,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1489$ROW2$RANGE26$PHW52 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,2,2,26,1049,PHK56 X 3IIH6,2022-05-19,NA,67,1240.4,143.35
3285,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1396$ROW5$RANGE8$PHN46 X W606S,Scottsbluff,16.9,Low,75,n75,22.5,1,5,8,1106,PHK56 X 3IIH6,2022-05-19,NA,67,1240.4,131.69
3334,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1483$ROW2$RANGE20$B73 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,2,2,20,1043,PHK56 X LH145,2022-05-19,NA,77,1459.11,96.57
3271,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1419$ROW4$RANGE6$N209 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,4,6,1079,PHK56 X LH185,2022-05-19,NA,74,1393.15,141.85
3363,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1437$ROW4$RANGE24$PHP02 X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,2,4,24,1097,PHK56 X LH185,2022-05-19,NA,73,1371.7,135.3
3374,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1410$ROW5$RANGE22$LH74 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,2,5,22,1120,PHK56 X LH198,2022-05-19,NA,79,1509.4,116.57
3297,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1371$ROW6$RANGE8$PHG39 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,1,6,8,1131,PHK56 X LH198,2022-05-19,NA,81,1552.11,145.01
3281,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1392$ROW5$RANGE4$PHK76 X LH198,Scottsbluff,16.9,Low,75,n75,22.5,1,5,4,1102,PHK56 X LH82,2022-05-19,NA,65,1198.11,106.36
3386,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1384$ROW6$RANGE21$LH82 X PHJ89,Scottsbluff,16.9,Low,75,n75,22.5,2,6,21,1144,PHK56 X LH82,2022-05-19,NA,67,1240.4,155.3
3278,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1426$ROW4$RANGE13$PHB47 X PHK56,Scottsbluff,16.9,Low,75,n75,22.5,1,4,13,1086,PHK56 X PHJ89,2022-05-19,NA,68,1263.61,132.77
3389,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1387$ROW6$RANGE24$PHW52 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,2,6,24,1147,PHK56 X PHJ89,2022-05-19,NA,83,1596.86,118.5
3378,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1414$ROW5$RANGE26$B73 X PHN82,Scottsbluff,16.9,Low,75,n75,22.5,2,5,26,1124,PHK56 X W606S,2022-05-19,NA,67,1240.4,124.54
3304,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1341$ROW7$RANGE3$LH82 X PHJ89,Scottsbluff,16.9,Low,75,n75,22.5,1,7,3,1151,PHK56 X W606S,2022-05-19,NA,76,1437.65,128.01
3262,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1447$ROW3$RANGE9$PHP02 X PHJ89,Scottsbluff,16.9,Low,75,n75,22.5,1,3,9,1057,PHK76 X 3IIH6,2022-05-19,NA,71,1328.45,125.07
3369,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1405$ROW5$RANGE17$PHK56 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,2,5,17,1115,PHK76 X 3IIH6,2022-05-19,NA,71,1328.45,72.3
3241,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1500$ROW1$RANGE12$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,1,1,12,1010,PHK76 X LH145,2022-05-19,NA,68,1263.61,130.91
3356,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1429$ROW4$RANGE16$HOEGEMEYER 8065RR,Scottsbluff,16.9,Low,75,n75,22.5,2,4,16,1089,PHK76 X LH145,2022-05-19,NA,70,1309.51,84.97
3351,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1462$ROW3$RANGE24$B37 X H95,Scottsbluff,16.9,Low,75,n75,22.5,2,3,24,1072,PHK76 X LH198,2022-05-19,NA,67,1240.4,130.09
3309,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1346$ROW7$RANGE8$PHK56 X LH198,Scottsbluff,16.9,Low,75,n75,22.5,1,7,8,1156,PHK76 X LH198,2022-05-19,NA,79,1509.4,124.51
3274,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1422$ROW4$RANGE9$PHP02 X PHK56,Scottsbluff,16.9,Low,75,n75,22.5,1,4,9,1082,PHK76 X LH82,2022-05-19,NA,68,1263.61,130.11
3367,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1403$ROW5$RANGE15$PHP02 X LH145,Scottsbluff,16.9,Low,75,n75,22.5,2,5,15,1113,PHK76 X LH82,2022-05-19,NA,70,1309.51,NA
3280,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1391$ROW5$RANGE3$LH195 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,1,5,3,1101,PHK76 X W606S,2022-05-19,NA,76,1437.65,118.19
3381,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1379$ROW6$RANGE16$PHP02 X PHG47,Scottsbluff,16.9,Low,75,n75,22.5,2,6,16,1139,PHK76 X W606S,2022-05-19,NA,79,1509.4,108.83
3338,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1487$ROW2$RANGE24$PHW52 X LH185,Scottsbluff,16.9,Low,75,n75,22.5,2,2,24,1047,PHN46 X PHB47,2022-05-19,NA,76,1437.65,111.26
3302,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1376$ROW6$RANGE13$B73 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,1,6,13,1136,PHN46 X PHB47,2022-05-19,NA,77,1459.11,136.86
3392,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1390$ROW6$RANGE27$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,2,6,27,1150,PHN46 X PHK56,2022-05-19,NA,77,1459.11,124.28
3308,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1345$ROW7$RANGE7$B73 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,1,7,7,1155,PHN46 X PHK56,2022-05-19,NA,74,1393.15,127.93
3257,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1442$ROW3$RANGE4$PHP02 X PHG47,Scottsbluff,16.9,Low,75,n75,22.5,1,3,4,1052,PHN46 X W606S,2022-05-19,NA,77,1459.11,131.77
3368,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1404$ROW5$RANGE16$PHK76 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,2,5,16,1114,PHN46 X W606S,2022-05-19,NA,82,1573.4,83.64
3289,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1400$ROW5$RANGE12$PHN46 X PHK56,Scottsbluff,16.9,Low,75,n75,22.5,1,5,12,1110,PHP02 X LH145,2022-05-19,NA,65,1198.11,119.56
3399,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1359$ROW7$RANGE21$2369 X PHN82,Scottsbluff,16.9,Low,75,n75,22.5,2,7,21,1169,PHP02 X LH145,2022-05-19,NA,68,1263.61,107.16
3237,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1496$ROW1$RANGE8$PHP02 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,1,1,8,1006,PHP02 X LH185,2022-05-19,NA,69,1286.36,145.12
3393,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1353$ROW7$RANGE15$PIONEER 1311 AMXT,Scottsbluff,16.9,Low,75,n75,22.5,2,7,15,1163,PHP02 X LH185,2022-05-19,NA,69,1286.36,86.26
3353,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1464$ROW3$RANGE26$B73 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,2,3,26,1074,PHP02 X LH198,2022-05-19,NA,69,1286.36,113.59
3269,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1417$ROW4$RANGE4$B84 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,4,4,1077,PHP02 X LH198,2022-05-19,NA,73,1371.7,134.53
3239,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1498$ROW1$RANGE10$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,1,1,10,1008,PHP02 X LH82,2022-05-19,NA,68,1263.61,128.64
3384,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1382$ROW6$RANGE19$PHP02 X W606S,Scottsbluff,16.9,Low,75,n75,22.5,2,6,19,1142,PHP02 X LH82,2022-05-19,NA,65,1198.11,94.33
3320,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1507$ROW1$RANGE19$LH185 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,2,1,19,1017,PHP02 X PHB47,2022-05-19,NA,65,1198.11,102.3
3306,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1343$ROW7$RANGE5$LH198 X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,1,7,5,1153,PHP02 X PHB47,2022-05-19,NA,66,1221.26,75.49
3296,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1370$ROW6$RANGE7$PHP02 X PHK76,Scottsbluff,16.9,Low,75,n75,22.5,1,6,7,1130,PHP02 X PHG47,2022-05-19,NA,67,1240.4,164.93
3383,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1381$ROW6$RANGE18$PHN46 X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,2,6,18,1141,PHP02 X PHG47,2022-05-19,NA,65,1198.11,111.39
3240,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1499$ROW1$RANGE11$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,1,1,11,1009,PHP02 X PHJ89,2022-05-19,NA,67,1240.4,146.41
3361,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1434$ROW4$RANGE21$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,2,4,21,1094,PHP02 X PHJ89,2022-05-19,NA,66,1221.26,153.38
3243,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1502$ROW1$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,1,1,14,1012,PHP02 X PHK56,2022-05-19,NA,68,1263.61,126.22
3366,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1440$ROW4$RANGE27$PHG39 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,2,4,27,1100,PHP02 X PHK56,2022-05-19,NA,65,1198.11,118.4
3276,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1424$ROW4$RANGE11$PHN46 X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,1,4,11,1084,PHP02 X PHK76,2022-05-19,NA,78,1483.45,130
3365,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1439$ROW4$RANGE26$B84 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,4,26,1099,PHP02 X PHK76,2022-05-19,NA,64,1175.76,121.93
3316,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1503$ROW1$RANGE15$PHP02 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,2,1,15,1013,PHP02 X PHN46,2022-05-19,NA,68,1263.61,113.42
3282,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1393$ROW5$RANGE5$PHJ40 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,1,5,5,1103,PHP02 X PHN46,2022-05-19,NA,65,1198.11,113.6
3264,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1449$ROW3$RANGE11$LH195 X LH185,Scottsbluff,16.9,Low,75,n75,22.5,1,3,11,1059,PHP02 X W606S,2022-05-19,NA,66,1221.26,147.22
3385,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1383$ROW6$RANGE20$2369 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,6,20,1143,PHP02 X W606S,2022-05-19,NA,65,1198.11,110.23
3279,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1427$ROW4$RANGE14$PHP02 X LH185,Scottsbluff,16.9,Low,75,n75,22.5,1,4,14,1087,PHT69 X 3IIH6,2022-05-19,NA,NA,NA,116.34
3395,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1355$ROW7$RANGE17$LH123HT X PHB47,Scottsbluff,16.9,Low,75,n75,22.5,2,7,17,1165,PHT69 X 3IIH6,2022-05-19,NA,68,1263.61,84.48
3327,SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW1$RANGE26$FILL,Scottsbluff,16.9,Low,75,n75,22.5,2,1,26,1024,PHW52 X LH185,2022-05-19,NA,71,1328.45,116.87
3303,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1377$ROW6$RANGE14$LH195 X PHZ51,Scottsbluff,16.9,Low,75,n75,22.5,1,6,14,1137,PHW52 X LH185,2022-05-19,NA,78,1483.45,104.14
3246,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1468$ROW2$RANGE5$2FACC X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,2,5,1028,PHW52 X PHM49,2022-05-19,NA,75,1414.31,135.65
3267,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1452$ROW3$RANGE14$LH74 X PHM49,Scottsbluff,16.9,Low,75,n75,22.5,1,3,14,1062,PHW52 X PHN82,2022-05-19,NA,71,1328.45,113.92
3360,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1433$ROW4$RANGE20$PHG39 X PHN82,Scottsbluff,16.9,Low,75,n75,22.5,2,4,20,1093,PHW52 X PHN82,2022-05-19,NA,73,1371.7,89.66
3249,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1471$ROW2$RANGE8$PHZ51 X LH145,Scottsbluff,16.9,Low,75,n75,22.5,1,2,8,1031,PHW52 X PHZ51,2022-05-19,NA,65,1198.11,159.01
3344,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1455$ROW3$RANGE17$PHK56 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,2,3,17,1065,PHW52 X PHZ51,2022-05-19,NA,75,1414.31,60.06
3346,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1457$ROW3$RANGE19$PHJ40 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,2,3,19,1067,PHZ51 X LH145,2022-05-19,NA,77,1459.11,121.64
3294,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1368$ROW6$RANGE5$B37 X H95,Scottsbluff,16.9,Low,75,n75,22.5,1,6,5,1128,PHZ51 X LH145,2022-05-19,NA,68,1263.61,101.22
3371,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1407$ROW5$RANGE19$LH185 X LH145,Scottsbluff,16.9,Low,75,n75,22.5,2,5,19,1117,PIONEER 1311 AMXT,2022-05-19,NA,82,1573.4,51.28
3301,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1375$ROW6$RANGE12$LH195 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,6,12,1135,PIONEER 1311 AMXT,2022-05-19,NA,80,1530.76,181.88
3342,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1453$ROW3$RANGE15$PHN46 X PHK56,Scottsbluff,16.9,Low,75,n75,22.5,2,3,15,1063,PIONEER P0589 AMXT,2022-05-19,NA,74,1393.15,109.26
3305,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1342$ROW7$RANGE4$PHK76 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,1,7,4,1152,PIONEER P0589 AMXT,2022-05-19,NA,78,1483.45,101.73
3234,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1493$ROW1$RANGE5$HOEGEMEYER 7089 AMXT,Scottsbluff,16.9,Low,75,n75,22.5,1,1,5,1003,SYNGENTA NK0760-3111,2022-05-19,NA,80,1530.76,167.55
3255,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1477$ROW2$RANGE14$PHP02 X LH198,Scottsbluff,16.9,Low,75,n75,22.5,1,2,14,1037,SYNGENTA NK0760-3111,2022-05-19,NA,82,1573.4,132.66
3331,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1480$ROW2$RANGE17$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,2,2,17,1040,SYNGENTA NK0760-3111,2022-05-19,NA,84,1622.26,124.49
3362,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1435$ROW4$RANGE22$SYNGENTA NK0760-3111,Scottsbluff,16.9,Low,75,n75,22.5,2,4,22,1095,SYNGENTA NK0760-3111,2022-05-19,NA,73,1371.7,91.51
3311,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1348$ROW7$RANGE10$B73 X 3IIH6,Scottsbluff,16.9,Low,75,n75,22.5,1,7,10,1158,SYNGENTA NK0760-3111,2022-05-19,NA,82,1573.4,155.33
3312,SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1349$ROW7$RANGE11$PHK56 X LH82,Scottsbluff,16.9,Low,75,n75,22.5,1,7,11,1159,SYNGENTA NK0760-3111,2022-05-19,NA,84,1622.26,161.78
